ID Earthquake;Flag Tsunami;Year;Month;Day;Ms Magnitude;Ml Magnitude;Country;Location name;Earthquake : Deaths;Earthquake : Deaths Description;Earthquake : Damage (in M$);ICoordinates
3512;Yes;1933;3.0;2.0;8.5;0.0;JAPAN;JAPAN:  SANRIKU;0.0;No deaths reported;0.0;39.224, 144.622
3523;No;1933;9.0;20.0;5.0;0.0;CHINA;CHINA:  SICHUAN PROVINCE;200.0;Many (~101 to 1000 deaths);0.0;29.5, 102.5
3569;No;1936;2.0;7.0;6.8;0.0;CHINA;CHINA:  GANSU PROVINCE;0.0;Many (~101 to 1000 deaths);0.0;35.4, 103.4
6340;Yes;1939;4.0;18.0;7.4;0.0;CHILE;CHILE:  NORTH CENTRAL;0.0;No deaths reported;0.0;-27.0, -70.5
6343;Yes;1940;8.0;1.0;7.5;0.0;JAPAN;JAPAN:  W. HOKKAIDO ISLAND;0.0;No deaths reported;0.0;44.2, 139.5
3708;No;1942;8.0;6.0;7.9;0.0;GUATEMALA;GUATEMALA:  NEAR S COAST;0.0;No deaths reported;0.0;14.0, -91.0
6629;Yes;1948;6.0;2.0;6.2;0.0;INDONESIA;INDONESIA:  OFF NORTHWEST COAST;0.0;No deaths reported;0.0;6.0, 95.0
7977;Yes;1953;3.0;17.0;5.8;0.0;RUSSIA;RUSSIA:  KURIL ISLANDS;0.0;No deaths reported;0.0;50.0, 156.5
4070;No;1955;4.0;14.0;7.5;0.0;CHINA;CHINA:  SICHUAN PROVINCE;39.0;Few (~1 to 50 deaths);0.0;30.0, 101.8
8050;No;1959;7.0;2.0;5.0;0.0;CHINA;CHINA:  HENAN PROVINCE;0.0;No deaths reported;0.0;31.8, 115.3
4334;Yes;1965;1.0;24.0;7.6;0.0;INDONESIA;INDONESIA:  SANANA ISLAND;71.0;Some (~51 to 100 deaths);0.0;-2.4, 126.1
4369;No;1966;6.0;27.0;6.3;0.0;NEPAL;NEPAL-INDIA;80.0;Some (~51 to 100 deaths);1.0;29.554, 80.854
4543;No;1970;7.0;30.0;6.7;0.0;IRAN;IRAN:  KARNAVEH, MAREV;220.0;Many (~101 to 1000 deaths);8.0;37.8, 55.9
6449;Yes;1975;6.0;10.0;7.0;0.0;RUSSIA;RUSSIA:  KURIL-JAPAN:  HOKKAIDO;0.0;No deaths reported;0.0;43.024, 147.734
4715;No;1976;3.0;19.0;5.5;0.0;AFGHANISTAN;AFGHANISTAN:  HINDU-KUSH:  SHAMAGAN PROVINCE;50.0;Few (~1 to 50 deaths);0.0;36.61, 67.79
4717;No;1976;4.0;8.0;7.0;0.0;UZBEKISTAN;UZBEKISTAN:  GAZLI;0.0;No deaths reported;0.0;40.31, 63.77
4799;No;1978;3.0;24.0;7.1;0.0;KAZAKHSTAN;KAZAKHSTAN:  ALMA-ATA;0.0;No deaths reported;0.0;42.839, 78.606
4921;No;1981;6.0;11.0;6.7;0.0;IRAN;IRAN:  SE:  GOLBAFT;3000.0;Very Many (~1001 or more deaths);5.0;29.913, 57.715
4930;No;1981;10.0;16.0;7.5;0.0;CHILE;CHILE:  OFF CENTRAL COAST, LAS CRUCES;1.0;Few (~1 to 50 deaths);0.0;-33.134, -73.074
4965;Yes;1983;3.0;18.0;7.6;0.0;PAPUA NEW GUINEA;PAPUA NEW GUINEA:  NEW IRELAND;0.0;No deaths reported;0.0;-4.883, 153.581
4968;No;1983;3.0;31.0;4.9;0.0;COLOMBIA;COLOMBIA:  SW, POPAYAN;350.0;Many (~101 to 1000 deaths);410.9;2.461, -76.686
4983;No;1983;7.0;22.0;5.0;0.0;IRAN;IRAN:  NW, ZANJIN;3.0;Few (~1 to 50 deaths);5.0;36.948, 49.18
5041;Yes;1984;8.0;6.0;6.7;0.0;JAPAN;JAPAN:  KYUSHU:  NOBEOKA;20.0;Few (~1 to 50 deaths);0.0;32.386, 131.945
5062;No;1985;4.0;9.0;7.5;0.0;CHILE;CHILE:  NEAR CENTRAL COAST, SANTIAGO-VALPARAISO;2.0;Few (~1 to 50 deaths);0.0;-34.131, -71.618
5067;No;1985;4.0;30.0;5.5;0.0;GREECE;GREECE:  MAGNISIA;0.0;No deaths reported;0.0;39.266, 22.81
7877;No;1986;6.0;24.0;7.1;0.0;PAPUA NEW GUINEA;PAPUA NEW GUINEA;0.0;No deaths reported;0.5;-4.448, 143.943
5135;No;1987;5.0;23.0;5.2;0.0;PHILIPPINES;PHILIPPINES:  MINDANAO:  TALAKAG-MALAYBALAY;1.0;Few (~1 to 50 deaths);0.0;8.047, 125.41
5176;No;1988;11.0;6.0;7.3;0.0;CHINA;CHINA:  YUNNAN PROVINCE;738.0;Many (~101 to 1000 deaths);269.0;22.789, 99.611
5180;No;1988;11.0;12.0;4.7;0.0;JAMAICA;JAMAICA:  ST ANDREW, JACKS HILL;0.0;No deaths reported;0.0;18.068, -76.597
6620;Yes;1989;11.0;1.0;4.4;0.0;USA TERRITORY;PUERTO RICO: MONA PASSAGE;0.0;No deaths reported;0.0;18.986, -68.833
5217;Yes;1989;11.0;1.0;7.4;0.0;JAPAN;JAPAN:  HONSHU: N, AOMORI, MISAWA;0.0;No deaths reported;0.0;39.837, 142.76
5269;No;1990;12.0;13.0;6.2;0.0;TAIWAN;TAIWAN:  HUALIEN,  TAIPEI;2.0;Few (~1 to 50 deaths);0.0;23.916, 121.636
5296;No;1991;7.0;4.0;6.5;0.0;INDONESIA;INDONESIA:  TIMOR:  KALABAHI, DILI;28.0;Few (~1 to 50 deaths);7.7;-8.099, 124.681
5314;No;1991;12.0;2.0;5.6;0.0;ROMANIA;ROMANIA:  VOITEG, DETA, BANLOC;0.0;No deaths reported;0.0;45.498, 21.115
5331;No;1992;6.0;29.0;5.4;0.0;USA;NEVADA-CALIFORNIA BORDER:  NEVADA TEST SITE;0.0;No deaths reported;0.0;36.705, -116.293
5349;No;1993;3.0;12.0;6.4;0.0;WALLIS AND FUTUNA (FRENCH TERRITORY);FUTUNA ISLAND;5.0;Few (~1 to 50 deaths);0.0;-14.385, -178.252
5360;Yes;1993;8.0;8.0;8.0;0.0;USA TERRITORY;GUAM:  TUMAN BAY, APRA HARBOR;0.0;No deaths reported;250.0;12.982, 144.801
5362;No;1993;9.0;10.0;7.3;0.0;GUATEMALA;"GUATEMALA:  SOUTHWEST; MEXICO:  CHIAPAS";1.0;Few (~1 to 50 deaths);0.0;14.717, -92.645
5394;Yes;1994;11.0;14.0;7.1;0.0;PHILIPPINES;PHILIPPINES:  MINDORO;81.0;Some (~51 to 100 deaths);3.7;13.525, 121.067
6500;Yes;1996;9.0;5.0;7.0;0.0;CHILE;CHILE:  EASTER ISLAND REGION;0.0;No deaths reported;0.0;-22.118, -113.436
5474;No;1997;9.0;28.0;5.5;0.0;INDONESIA;INDONESIA:  SULAWESI, PAREPARE;20.0;Few (~1 to 50 deaths);1.1;-3.776, 119.727
5506;No;1998;9.0;30.0;5.1;0.0;ALBANIA;ALBANIA:  KUKES, PESHKOPI;0.0;No deaths reported;0.0;41.925, 20.39
5539;No;1999;10.0;22.0;5.6;0.0;TAIWAN;TAIWAN:  CHIA-I;1.0;Few (~1 to 50 deaths);0.786;23.445, 120.506
5556;No;2000;3.0;28.0;7.6;0.0;JAPAN;JAPAN:  VOLCANO ISLANDS;0.0;No deaths reported;0.0;22.338, 143.73
5586;No;2000;12.0;15.0;5.8;0.0;TURKEY;TURKEY:  AFYON-BOLVADIN;6.0;Few (~1 to 50 deaths);0.0;38.457, 31.351
5615;No;2002;1.0;9.0;5.2;0.0;TAJIKISTAN;TAJIKISTAN:  ROGHUN;3.0;Few (~1 to 50 deaths);0.0;38.673, 69.902
5653;No;2002;9.0;25.0;4.7;0.0;MEXICO;MEXICO:  ACAPULCO;0.0;No deaths reported;0.0;16.87, -100.113
5689;No;2003;3.0;25.0;4.8;0.0;BHUTAN;BHUTAN:  PHUENTSHOLING;0.0;No deaths reported;0.0;27.264, 89.331
5803;No;2004;9.0;28.0;5.8;0.0;USA;CALIFORNIA:  CENTRAL: PARKFIELD, SAN MIGUEL;0.0;No deaths reported;0.0;35.819, -120.364
5818;Yes;2004;11.0;28.0;6.7;0.0;JAPAN;JAPAN:  HOKKAIDO:  BEKKAI, KUSHIRO, NEMOURO;0.0;No deaths reported;0.0;43.006, 145.119
5822;No;2004;12.0;14.0;5.3;0.0;JAPAN;JAPAN:  HOKKAIDO:  OBIRO, HABORO, TOMAMAE;0.0;No deaths reported;0.0;44.119, 141.793
5836;No;2005;1.0;10.0;5.1;0.0;IRAN;IRAN:  GORGAN;0.0;No deaths reported;0.0;37.103, 54.574
6640;Yes;2005;1.0;19.0;6.4;0.0;JAPAN;JAPAN:  EAST COAST HONSHU;0.0;No deaths reported;0.0;34.064, 141.491
6765;No;2005;7.0;30.0;4.8;0.0;TURKEY;TURKEY:  BAHCEKARADALAK, SIRAPINAR, YENIYAPANSEYHLI;0.0;No deaths reported;0.0;39.437, 33.089
7227;No;2006;2.0;28.0;6.2;0.0;IRAN;IRAN:  SOUTHERN;0.0;No deaths reported;0.0;28.12, 56.865
7321;No;2006;7.0;22.0;4.6;0.0;CHINA;CHINA:  YANJIN;22.0;Few (~1 to 50 deaths);0.0;27.995, 104.138
7745;No;2008;1.0;1.0;5.4;0.0;KYRGYZSTAN;KYRGYZSTAN:  OSH;0.0;No deaths reported;0.0;40.288, 72.985
8166;No;2008;7.0;29.0;5.5;0.0;USA;CALIFORNIA:  LOS ANGELES;0.0;No deaths reported;0.0;33.953, -117.761
8392;No;2009;9.0;21.0;6.1;0.0;BHUTAN;BHUTAN:  TASHIGANG;11.0;Few (~1 to 50 deaths);0.0;27.332, 91.437
8632;No;2009;12.0;19.0;6.0;0.0;MALAWI;MALAWI:  KARONGA;3.0;Few (~1 to 50 deaths);0.0;-10.108, 33.818
9846;Yes;2011;10.0;21.0;7.5;0.0;KERMADEC ISLANDS (NEW ZEALAND);KERMADEC ISLANDS;0.0;No deaths reported;0.0;-28.993, -176.238
9924;No;2012;6.0;29.0;6.4;0.0;CHINA;CHINA:  XINJIANG PROVINCE;0.0;No deaths reported;68.0;43.433, 84.7
9994;No;2013;5.0;11.0;6.5;0.0;IRAN;IRAN:  HORMOZGAN: BASHAGARD;2.0;Few (~1 to 50 deaths);0.0;26.56, 57.77
5900;Yes;887;8.0;2.0;6.5;0.0;JAPAN;JAPAN:  HONSHU:  NIIGATA;0.0;No deaths reported;0.0;37.5, 138.1
5902;Yes;1026;6.0;16.0;7.5;0.0;JAPAN;JAPAN:  OFF MASUDA, SHIMANE PREFECTURE;0.0;No deaths reported;0.0;34.8, 131.8
344;No;1057;0.0;0.0;6.8;0.0;CHINA;CHINA:  BEIJING;25000.0;Very Many (~1001 or more deaths);0.0;39.7, 116.3
503;No;1303;9.0;17.0;8.0;0.0;CHINA;CHINA:  SHANXI PROVINCE;0.0;Very Many (~1001 or more deaths);0.0;36.3, 111.7
643;No;1487;8.0;10.0;6.3;0.0;CHINA;CHINA:  SHAANXI PROVINCE:  LINTONG, XIANYANG;1900.0;Very Many (~1001 or more deaths);0.0;34.4, 108.9
7930;No;1514;9.0;14.0;5.5;0.0;CHINA;CHINA:  YUNNAN PROVINCE;0.0;Many (~101 to 1000 deaths);0.0;25.1, 99.1
836;No;1606;11.0;30.0;6.5;0.0;CHINA;CHINA:  YUNNAN PROVINCE:  JIANSHUI;2000.0;Very Many (~1001 or more deaths);0.0;23.6, 102.8
7950;No;1631;7.0;21.0;6.0;0.0;CHINA;CHINA:  GANSU PROVINCE:  LINTAO;0.0;Few (~1 to 50 deaths);0.0;35.3, 104.3
929;Yes;1636;9.0;30.0;7.2;0.0;GREECE;GREECE:  CEPHALONIA;520.0;Many (~101 to 1000 deaths);0.0;38.1, 20.3
1090;Yes;1681;3.0;10.0;7.5;0.0;CHILE;CHILE;0.0;No deaths reported;0.0;-18.5, -70.35
7965;No;1748;8.0;30.0;6.0;0.0;CHINA;CHINA:  SICHUAN PROVINCE;5.0;Few (~1 to 50 deaths);0.0;30.4, 101.6
1331;No;1755;1.0;27.0;6.5;0.0;CHINA;CHINA:  YUNNAN PROVINCE;270.0;Many (~101 to 1000 deaths);0.0;24.7, 102.2
6042;Yes;1808;8.0;8.0;6.5;0.0;JAPAN;E. AWA, TOKUSHIMA PREFECTURE;0.0;No deaths reported;0.0;33.9, 134.8
1740;No;1830;6.0;12.0;7.5;0.0;CHINA;CHINA:  HEBEI PROVINCE;7477.0;Very Many (~1001 or more deaths);0.0;36.4, 114.2
1756;No;1833;5.0;30.0;7.5;0.0;INDIA;INDIA:  LOHUGHAR;0.0;No deaths reported;0.0;29.4, 80.1
10026;Yes;1837;10.0;18.0;7.0;0.0;MEXICO;MEXICO: MEXICO CITY,  ACAPULCO;0.0;No deaths reported;0.0;19.45, -99.15
1840;Yes;1842;5.0;7.0;8.1;0.0;HAITI;HAITI:  CAP-HAITIEN;5000.0;Very Many (~1001 or more deaths);0.0;19.75, -72.2
6054;Yes;1843;1.0;5.0;7.3;0.0;INDONESIA;SW. SUMATRA;0.0;Many (~101 to 1000 deaths);0.0;1.5, 98.0
1859;No;1844;5.0;13.0;6.9;0.0;IRAN;IRAN:  MIYANEH, GARMRUD, ESFAHAN;0.0;Very Many (~1001 or more deaths);0.0;37.4, 48.0
6136;Yes;1859;9.0;25.0;6.8;0.0;INDONESIA;INDONESIA:  NEIRA I, LONTHOR I;0.0;No deaths reported;0.0;-5.5, 130.5
6146;Yes;1861;10.0;20.0;7.4;0.0;JAPAN;JAPAN:  HONSHU:  MIYAGI PREFECTURE;0.0;No deaths reported;0.0;38.5, 142.0
2224;No;1875;5.0;3.0;7.3;0.0;TURKEY;TURKEY:  CAPALI, DINAR, CIVRIL, YAKA;1300.0;Very Many (~1001 or more deaths);0.0;38.1, 30.2
8103;No;1881;9.0;25.0;5.5;0.0;TAIWAN;TAIWAN;0.0;Few (~1 to 50 deaths);0.0;25.0, 121.5
2331;No;1883;10.0;15.0;7.3;0.0;TURKEY;TURKEY:  AYVALIK, IZMIR, CESME;15000.0;Very Many (~1001 or more deaths);0.0;38.3, 26.2
8106;No;1885;12.0;22.0;5.0;0.0;CHINA;CHINA:   YUNNAN PROVINCE;4.0;Few (~1 to 50 deaths);0.0;25.0, 104.0
2426;Yes;1893;4.0;17.0;6.4;0.0;GREECE;GREECE:  ZAKINTHOS (ZANTE), GAITANI-KERI;0.0;Some (~51 to 100 deaths);0.0;37.7, 20.9
2433;No;1893;8.0;29.0;6.8;0.0;CHINA;CHINA:  SICHUAN PROVINCE;288.0;Many (~101 to 1000 deaths);0.0;30.5, 101.5
2726;No;1905;7.0;23.0;8.7;0.0;MONGOLIA;MONGOLIA;0.0;No deaths reported;0.0;49.0, 98.0
2777;No;1906;8.0;17.0;7.8;0.0;USA;ALASKA:  ALEUTIAN ISLANDS:  RAT ISLANDS;0.0;No deaths reported;0.0;51.05, 179.69
7866;No;1907;4.0;18.0;7.4;0.0;PHILIPPINES;PHILIPPINES:  SE LUZON:  CAMARINES;0.0;No deaths reported;0.0;13.5, 123.0
9272;No;1910;11.0;9.0;7.9;0.0;VANUATU;VANUATU ISLANDS:  ESPIRITU SANTO;0.0;No deaths reported;0.0;-16.0, 166.0
2997;No;1914;1.0;30.0;7.6;0.0;CHILE;CHILE:  OFF CENTRAL COAST;0.0;No deaths reported;0.0;-35.0, -73.0
7869;No;1914;10.0;17.0;6.0;0.0;GREECE;GREECE:  THEBES;0.0;No deaths reported;0.0;38.25, 23.25
3069;No;1917;1.0;4.0;6.3;0.0;TAIWAN;TAIWAN:  PULI;54.0;Some (~51 to 100 deaths);0.0;23.9, 120.9
3078;Yes;1917;1.0;31.0;6.4;0.0;PHILIPPINES;PHILIPPINES:  S MINDANAO:  GLAN,GLAN PADIDU,TUYAN;7.0;Few (~1 to 50 deaths);0.0;6.0, 125.0
6279;Yes;1922;12.0;25.0;6.3;0.0;NEW ZEALAND;SE. NEW ZEALAND;0.0;No deaths reported;0.0;-43.0, 173.0
7864;Yes;1926;8.0;31.0;5.6;0.0;AZORES (PORTUGAL);AZORES:  FAYAL ISLAND;9.0;Few (~1 to 50 deaths);0.0;37.973, -28.59
6509;No;1927;9.0;24.0;5.7;0.0;UKRAINE;UKRAINE:  CRIMEA:  SEBASTOPOL;0.0;No deaths reported;0.0;44.4, 34.3
6304;Yes;1928;2.0;9.0;5.8;0.0;CANADA;BRITISH COLUMBIA;0.0;No deaths reported;0.0;49.0, -125.0
6078;Yes;1928;5.0;3.0;4.3;0.0;TURKEY;TURKEY:  WESTERN;0.0;No deaths reported;0.0;40.8, 26.8
3420;No;1930;7.0;23.0;6.5;0.0;ITALY;ITALY:  IRPINIA;1430.0;Very Many (~1001 or more deaths);0.0;41.1, 15.4
6101;Yes;1934;7.0;21.0;7.2;0.0;SOLOMON ISLANDS;"SOLOMON ISLANDS; NEW CALEDONIA";0.0;No deaths reported;0.0;-11.139, 165.503
8009;No;1935;5.0;4.0;6.0;0.0;TAIWAN;TAIWAN:  XINZHU;0.0;No deaths reported;0.0;24.8, 120.8
8015;No;1940;6.0;19.0;5.5;0.0;CHINA;CHINA:  YUNNAN PROVINCE;2.0;Few (~1 to 50 deaths);0.0;24.4, 102.5
6346;Yes;1941;2.0;9.0;6.6;6.4;USA;CALIFORNIA:  NORTHERN;0.0;No deaths reported;0.0;40.5, -125.25
7892;No;1942;7.0;8.0;6.0;0.0;CHINA;CHINA:  NEI MONGOL:  TONGLIAO;0.0;Some (~51 to 100 deaths);0.0;43.0, 122.0
3907;Yes;1949;7.0;23.0;6.7;0.0;GREECE;"GREECE:  CHIOS, OENOUSSAE; TURKEY: KARABURUN";7.0;Few (~1 to 50 deaths);0.0;38.718, 26.482
3929;Yes;1949;12.0;29.0;7.2;0.0;PHILIPPINES;PHILIPPINES:  LUZON:  E;0.0;Few (~1 to 50 deaths);0.0;17.0, 121.63
8027;Yes;1951;12.0;21.0;6.3;0.0;CHINA;CHINA:   YUNNAN PROVINCE;0.0;No deaths reported;0.0;26.7, 100.0
4014;No;1953;3.0;18.0;7.5;0.0;TURKEY;TURKEY:  YENICE, ONON;1070.0;Very Many (~1001 or more deaths);3.57;40.0, 27.5
8040;No;1954;10.0;24.0;5.0;0.0;CHINA;CHINA:  SICHUAN PROVINCE;0.0;No deaths reported;0.0;29.4, 104.8
4073;Yes;1955;4.0;19.0;7.1;0.0;CHILE;CHILE;0.0;No deaths reported;0.0;-30.0, -72.0
8029;Yes;1955;9.0;23.0;6.8;0.0;CHINA;CHINA:  YUNNAN PROVINCE;0.0;Few (~1 to 50 deaths);0.0;26.6, 101.8
8045;No;1956;8.0;19.0;5.0;0.0;CHINA;CHINA:  SHANXI PROVINCE;0.0;No deaths reported;0.0;37.8, 114.0
4132;Yes;1957;6.0;22.0;7.3;0.0;INDONESIA;INDONESIA:  NEW GUINEA:  IRIAN JAYA;0.0;No deaths reported;0.0;-1.5, 137.0
4149;No;1957;12.0;4.0;8.3;0.0;MONGOLIA;MONGOLIA;30.0;Few (~1 to 50 deaths);0.0;45.5, 99.5
4198;Yes;1959;8.0;17.0;7.3;0.0;SOLOMON ISLANDS;SOLOMON ISLANDS;0.0;No deaths reported;0.0;-7.5, 156.0
8030;No;1959;11.0;15.0;6.4;0.0;CHINA;CHINA:  XINGJIANG;0.0;Few (~1 to 50 deaths);0.0;38.75, 75.317
4214;No;1960;2.0;21.0;5.6;0.0;ALGERIA;ALGERIA:  MELOUZA;47.0;Few (~1 to 50 deaths);0.0;36.0, 4.1
4223;Yes;1960;5.0;21.0;7.3;0.0;CHILE;CHILE:  CENTRAL;0.0;Few (~1 to 50 deaths);0.0;-37.872, -73.243
8077;No;1965;11.0;13.0;6.6;0.0;CHINA;CHINA:  XINJIANG PROVINCE;0.0;No deaths reported;0.0;43.9, 87.8
4397;Yes;1967;4.0;12.0;6.1;0.0;INDONESIA;INDONESIA-MALAYSIA:  N SUMATERA,MALAY PENINSULA;14.0;Few (~1 to 50 deaths);0.0;5.5, 97.3
4528;No;1970;4.0;23.0;5.7;0.0;TURKEY;TURKEY:  DEMIRCI, MANISA;0.0;Few (~1 to 50 deaths);0.0;39.1, 28.7
4615;No;1972;11.0;2.0;7.0;0.0;NEW CALEDONIA;NEW CALEDONIA:  LOYALTY ISLANDS:  TANNA, ANATOM;0.0;No deaths reported;0.0;-20.0, 168.8
4663;No;1974;7.0;13.0;7.3;0.0;COLOMBIA;COLOMBIA: BOGOTA, CALI, PEREIRA;11.0;Few (~1 to 50 deaths);0.0;7.75, -77.69
4666;Yes;1974;10.0;3.0;7.6;0.0;PERU;PERU:  LIMA, CALLAO;78.0;Some (~51 to 100 deaths);10.0;-12.27, -77.79
4801;No;1978;4.0;15.0;5.7;0.0;ITALY;ITALY:  SICILY;5.0;Few (~1 to 50 deaths);0.0;38.391, 15.066
4810;No;1978;7.0;29.0;4.5;0.0;GUATEMALA;GUATEMALA:  PATZUN;17.0;Few (~1 to 50 deaths);0.0;14.843, -91.022
4818;No;1978;11.0;1.0;6.8;0.0;UZBEKISTAN;"UZBEKISTAN:   ANDIZHAN; TAJIKISTAN:  DUSHANBE";0.0;No deaths reported;0.0;39.35, 72.61
4833;No;1979;5.0;24.0;6.2;0.0;MACEDONIA;BALKANS NW:  MACEDONIA:  DEBAR;0.0;No deaths reported;0.0;42.255, 18.752
4953;No;1982;11.0;16.0;5.5;0.0;MACEDONIA;BALKANS NW:  ALBANIA:  BIER, BERAT, LUSHNJE;1.0;Few (~1 to 50 deaths);5.0;40.883, 19.59
4954;No;1982;12.0;13.0;6.0;0.0;YEMEN;YEMEN:  DHAMAR;2800.0;Very Many (~1001 or more deaths);2000.0;14.701, 44.379
4966;No;1983;3.0;23.0;6.2;0.0;GREECE;GREECE: VONITSA;0.0;No deaths reported;0.0;38.294, 20.262
5068;No;1985;5.0;10.0;7.1;0.0;PAPUA NEW GUINEA;PAPUA NEW GUINEA:  NEW BRITAIN:  BIALLA, PIONA;1.0;Few (~1 to 50 deaths);1.0;-5.599, 151.045
5206;No;1989;7.0;14.0;6.2;0.0;INDONESIA;INDONESIA:  TIMOR:  ALOR;0.0;No deaths reported;0.0;-8.081, 125.129
5229;Yes;1990;4.0;5.0;7.5;0.0;USA TERRITORY;"NORTHERN MARIANA ISLANDS:  SAIPAN; GUAM";0.0;No deaths reported;0.0;15.125, 147.596
6478;Yes;1991;2.0;9.0;6.9;0.0;SOLOMON ISLANDS;SOLOMON ISLANDS;0.0;No deaths reported;0.0;-9.929, 159.139
5357;Yes;1993;7.0;12.0;7.6;0.0;JAPAN;"JAPAN:  HOKKAIDO; RUSSIA:  SOUTHEAST; SOUTH KOREA";23.0;Many (~101 to 1000 deaths);1207.0;42.851, 139.197
5385;Yes;1994;6.0;2.0;7.2;0.0;INDONESIA;INDONESIA:  JAVA;0.0;Few (~1 to 50 deaths);0.0;-10.477, 112.835
5395;No;1994;12.0;26.0;5.0;0.0;USA;CALIFORNIA:  EUREKA, SAMOA, ARCATA, BLUE LAKE;0.0;No deaths reported;2.1;40.741, -124.31
5406;No;1995;4.0;1.0;4.9;0.0;JAPAN;JAPAN:  NIIGATA PREFECTURE, SADO;0.0;No deaths reported;0.0;37.925, 139.186
6495;Yes;1995;10.0;18.0;6.9;0.0;JAPAN;JAPAN:  RYUKU IS.;0.0;No deaths reported;0.0;27.929, 130.175
5501;Yes;1998;7.0;17.0;7.1;0.0;PAPUA NEW GUINEA;PAPUA NEW GUINEA:  SISSANO;0.0;No deaths reported;0.0;-2.943, 142.582
5503;No;1998;8.0;27.0;6.4;0.0;CHINA;CHINA:  SOUTHERN XINJIANG:  JIASHI;3.0;Few (~1 to 50 deaths);0.0;39.66, 77.343
5538;No;1999;10.0;16.0;7.4;0.0;USA;CALIFORNIA:  LUDLOW, LANDERS, TWENTYNINE PALMS;0.0;No deaths reported;0.0;34.594, -116.271
5544;No;1999;11.0;24.0;4.6;5.0;CHINA;CHINA:  YUNNAN PROVINCE:  CHENGJIANG;1.0;Few (~1 to 50 deaths);0.0;24.589, 102.872
5651;No;2002;9.0;20.0;6.4;0.0;INDONESIA;INDONESIA:  NEW GUINEA:  IRIAN JAYA:  RANSIKI;0.0;No deaths reported;0.0;-1.68, 134.234
5654;No;2002;9.0;25.0;5.1;0.0;IRAN;IRAN:  MASJED-E SOLEYMAN;0.0;No deaths reported;0.0;31.995, 49.329
5662;No;2002;11.0;2.0;7.6;0.0;INDONESIA;INDONESIA:  SUMATERA:  SIMEULUE;3.0;Few (~1 to 50 deaths);0.0;2.824, 96.085
5682;No;2003;2.0;24.0;6.3;0.0;CHINA;CHINA:  S. XINJIANG:  BACHU;261.0;Many (~101 to 1000 deaths);0.0;39.61, 77.23
5713;No;2003;8.0;11.0;5.6;0.0;INDONESIA;INDONESIA:  HALMAHERA:  WASILE;0.0;No deaths reported;0.0;1.142, 128.152
5728;No;2003;10.0;1.0;7.1;0.0;RUSSIA;RUSSIA:  KOSH-AGACH, BARNAUL, GORNO-ALTAYSK;0.0;No deaths reported;0.0;50.211, 87.721
5777;No;2004;5.0;3.0;6.5;6.4;CHILE;CHILE: CANETE;0.0;No deaths reported;0.0;-37.695, -73.406
7251;No;2005;11.0;26.0;4.4;5.3;TURKEY;TURKEY:  DOGANYOL;0.0;No deaths reported;0.0;38.26, 38.814
7231;No;2006;3.0;20.0;4.9;0.0;ALGERIA;ALGERIA:  NORTHERN;4.0;Few (~1 to 50 deaths);0.0;36.623, 5.328
7459;Yes;2007;3.0;25.0;7.0;0.0;VANUATU;VANUATU ISLANDS;0.0;No deaths reported;0.0;-20.617, 169.357
7697;No;2007;10.0;26.0;4.8;0.0;PAKISTAN;PAKISTAN:  GHANCHE;1.0;Few (~1 to 50 deaths);0.0;35.304, 76.753
8172;No;2008;8.0;21.0;5.9;0.0;CHINA;CHINA:  YUNNAN PROVINCE;5.0;Few (~1 to 50 deaths);0.0;25.044, 97.684
8132;No;2008;8.0;30.0;5.8;0.0;CHINA;CHINA:  SICHUAN PROVINCE;43.0;Few (~1 to 50 deaths);0.0;26.272, 101.937
8207;No;2008;11.0;10.0;6.4;0.0;CHINA;CHINA:  QINGHAI PROVINCE;0.0;No deaths reported;4.0;37.565, 95.833
8264;No;2009;4.0;6.0;6.2;0.0;ITALY;ITALY:  L'AQUILA;309.0;Many (~101 to 1000 deaths);2500.0;42.334, 13.334
8572;No;2009;10.0;7.0;7.9;0.0;SOLOMON ISLANDS;SOLOMON ISLANDS:  SANTA CRUZ ISLANDS;0.0;No deaths reported;0.0;-12.517, 166.382
8712;No;2010;1.0;10.0;6.3;0.0;USA;CALIFORNIA:  OFF COAST NORTHERN;0.0;No deaths reported;21.8;40.652, -124.692
9864;No;2011;4.0;24.0;5.8;0.0;INDONESIA;INDONESIA:   SULAWESI:  KENDARI;0.0;No deaths reported;0.0;-4.586, 122.771
9838;Yes;2011;8.0;20.0;7.1;0.0;VANUATU;VANUATU ISLANDS;0.0;No deaths reported;0.0;-18.365, 168.143
9945;No;2012;12.0;5.0;5.6;0.0;IRAN;IRAN:  KHORASAN PROVINCE;8.0;Few (~1 to 50 deaths);0.0;33.506, 59.571
9957;No;2013;1.0;21.0;6.0;0.0;INDONESIA;INDONESIA:  SUMATERA:  N;1.0;Few (~1 to 50 deaths);0.0;4.927, 95.907
17;Yes;-479;0.0;0.0;7.0;0.0;GREECE;GREECE:  MACEDONIA;0.0;No deaths reported;0.0;39.7, 23.3
5889;Yes;543;0.0;0.0;6.8;0.0;TURKEY;TURKEY:  CYZICUS;0.0;No deaths reported;0.0;40.3, 27.8
158;No;649;9.0;12.0;5.5;0.0;CHINA;CHINA:  SHAANXI PROVINCE:  LINFEN;50.0;Few (~1 to 50 deaths);0.0;36.1, 111.5
